(+)-camphor biosynthetic process	GO:0046211	(+)-camphor catabolic process	GO:0019383
negative regulation of plant-type hypersensitive response	GO:0034051	positive regulation of plant-type hypersensitive response	GO:0034052
negative regulation of plasma cell differentiation	GO:1900099	positive regulation of plasma cell differentiation	GO:1900100
negative regulation of plasma kallikrein-kinin cascade	GO:0002549	positive regulation of plasma kallikrein-kinin cascade	GO:0002550
negative regulation of plasma membrane bounded cell projection assembly	GO:0120033	positive regulation of plasma membrane bounded cell projection assembly	GO:0120034
negative regulation of plasma membrane raft polarization	GO:1903907	positive regulation of plasma membrane raft polarization	GO:1903908
negative regulation of plasma membrane repair	GO:1905685	positive regulation of plasma membrane repair	GO:1905686
negative regulation of plasmacytoid dendritic cell antigen processing and presentation	GO:0002611	positive regulation of plasmacytoid dendritic cell antigen processing and presentation	GO:0002612
negative regulation of plasmacytoid dendritic cell cytokine production	GO:0002737	positive regulation of plasmacytoid dendritic cell cytokine production	GO:0002738
negative regulation of plasmatocyte differentiation	GO:0045614	positive regulation of plasmatocyte differentiation	GO:0045615
negative regulation of plasminogen activation	GO:0010757	positive regulation of plasminogen activation	GO:0010756
negative regulation of platelet activation	GO:0010544	positive regulation of platelet activation	GO:0010572
negative regulation of platelet aggregation in other organism	GO:0035893	positive regulation of platelet aggregation in other organism	GO:0035894
negative regulation of platelet aggregation	GO:0090331	positive regulation of platelet aggregation	GO:1901731
negative regulation of platelet formation	GO:1905220	positive regulation of platelet formation	GO:1905221
negative regulation of platelet-derived growth factor receptor signaling pathway	GO:0010642	positive regulation of platelet-derived growth factor receptor signaling pathway	GO:0010641
negative regulation of platelet-derived growth factor receptor-alpha signaling pathway	GO:2000584	positive regulation of platelet-derived growth factor receptor-alpha signaling pathway	GO:2000585
negative regulation of platelet-derived growth factor receptor-beta signaling pathway	GO:2000587	positive regulation of platelet-derived growth factor receptor-beta signaling pathway	GO:2000588
negative regulation of podosome assembly	GO:0071802	positive regulation of podosome assembly	GO:0071803
negative regulation of polarized epithelial cell differentiation	GO:0030861	positive regulation of polarized epithelial cell differentiation	GO:0030862
negative regulation of pole plasm oskar mrna localization	GO:0045855	positive regulation of pole plasm oskar mrna localization	GO:0045856
negative regulation of poly(a)-specific ribonuclease activity	GO:0106247	positive regulation of poly(a)-specific ribonuclease activity	GO:0106248
negative regulation of polyamine transmembrane transport	GO:1902268	positive regulation of polyamine transmembrane transport	GO:1902269
negative regulation of polyketide biosynthetic process	GO:1900733	positive regulation of polyketide biosynthetic process	GO:1900734
negative regulation of polynucleotide adenylyltransferase activity	GO:1904246	positive regulation of polynucleotide adenylyltransferase activity	GO:1904247
negative regulation of polysome binding	GO:1905697	positive regulation of polysome binding	GO:1905698
negative regulation of positive chemotaxis to camp by chlorinated alkylphenone	GO:0061125	positive regulation of positive chemotaxis to camp by chlorinated alkylphenone	GO:0061124
negative regulation of positive chemotaxis to camp by dif-1	GO:0061127	positive regulation of positive chemotaxis to camp by dif-1	GO:0061126
negative regulation of positive chemotaxis to camp	GO:0061123	positive regulation of positive chemotaxis to camp	GO:0061122
negative regulation of positive chemotaxis	GO:0050928	positive regulation of positive chemotaxis	GO:0050927
negative regulation of positive thymic t cell selection	GO:1902233	positive regulation of positive thymic t cell selection	GO:1902234
negative regulation of post-embryonic development	GO:0048581	positive regulation of post-embryonic development	GO:0048582
negative regulation of post-translational protein modification	GO:1901874	positive regulation of post-translational protein modification	GO:1901875
negative regulation of postsynaptic density organization	GO:1905875	positive regulation of postsynaptic density organization	GO:1905876
negative regulation of postsynaptic membrane organization	GO:1901627	positive regulation of postsynaptic membrane organization	GO:1901628
negative regulation of posttranscriptional gene silencing	GO:0060149	positive regulation of posttranscriptional gene silencing	GO:0060148
negative regulation of potassium ion export across plasma membrane	GO:1903765	negative regulation of potassium ion import across plasma membrane	GO:1903287
negative regulation of potassium ion export across plasma membrane	GO:1903765	positive regulation of potassium ion export across plasma membrane	GO:1903766
negative regulation of potassium ion transmembrane transport	GO:1901380	positive regulation of potassium ion transmembrane transport	GO:1901381
negative regulation of potassium ion transmembrane transporter activity	GO:1901017	positive regulation of potassium ion transmembrane transporter activity	GO:1901018
negative regulation of potassium ion transport	GO:0043267	positive regulation of potassium ion transport	GO:0043268
negative regulation of potassium:proton exchanging atpase activity	GO:1904452	positive regulation of potassium:proton exchanging atpase activity	GO:1904453
negative regulation of pre-mirna processing	GO:2000632	positive regulation of pre-mirna processing	GO:2000633
negative regulation of preblastoderm mitotic cell cycle	GO:0046001	positive regulation of preblastoderm mitotic cell cycle	GO:0046002
negative regulation of presynapse assembly	GO:1905607	positive regulation of presynapse assembly	GO:1905608
negative regulation of presynaptic active zone assembly	GO:1905519	positive regulation of presynaptic active zone assembly	GO:1905520
negative regulation of presynaptic cytosolic calcium concentration	GO:0099113	positive regulation of presynaptic cytosolic calcium concentration	GO:0099533
negative regulation of presynaptic membrane organization	GO:1901630	positive regulation of presynaptic membrane organization	GO:1901631
negative regulation of pri-mirna transcription by rna polymerase ii	GO:1902894	positive regulation of pri-mirna transcription by rna polymerase ii	GO:1902895
negative regulation of primary cell septum biogenesis	GO:1905757	positive regulation of primary cell septum biogenesis	GO:1905758
negative regulation of primary mirna processing	GO:2000635	positive regulation of primary mirna processing	GO:2000636
negative regulation of pro-b cell differentiation	GO:2000974	positive regulation of pro-b cell differentiation	GO:2000975
negative regulation of pro-t cell differentiation	GO:2000175	positive regulation of pro-t cell differentiation	GO:2000176
negative regulation of production of mirnas involved in gene silencing by mirna	GO:1903799	positive regulation of production of mirnas involved in gene silencing by mirna	GO:1903800
negative regulation of production of molecular mediator of immune response	GO:0002701	positive regulation of production of molecular mediator of immune response	GO:0002702
negative regulation of production of sirna involved in rna interference	GO:1903704	positive regulation of production of sirna involved in rna interference	GO:1903705
negative regulation of progesterone biosynthetic process	GO:2000183	positive regulation of progesterone biosynthetic process	GO:2000184
negative regulation of progesterone secretion	GO:2000871	positive regulation of progesterone secretion	GO:2000872
negative regulation of programmed cell death	GO:0043069	positive regulation of programmed cell death	GO:0043068
negative regulation of programmed necrotic cell death	GO:0062099	positive regulation of programmed necrotic cell death	GO:0062100
negative regulation of prolactin secretion	GO:1902721	positive regulation of prolactin secretion	GO:1902722
negative regulation of prolactin signaling pathway	GO:1902212	positive regulation of prolactin signaling pathway	GO:1902213
negative regulation of proline catabolic process to glutamate	GO:2001157	positive regulation of proline catabolic process to glutamate	GO:2001158
negative regulation of proline metabolic process	GO:2000215	positive regulation of proline metabolic process	GO:2000216
negative regulation of prostaglandin biosynthetic process	GO:0031393	positive regulation of prostaglandin biosynthetic process	GO:0031394
